iter	Logloss
0	0.6346542668
1	0.5834600856
2	0.5414445497
3	0.5050743701
4	0.4735469927
5	0.44908402
6	0.4248937202
7	0.4079712797
8	0.3924168727
9	0.3764182967
10	0.3624435434
11	0.3488890278
12	0.3379802561
13	0.3278323352
14	0.3174393417
15	0.3097972999
16	0.3036997871
17	0.2964167239
18	0.2899335565
19	0.2831297907
20	0.2769393537
21	0.2716229479
22	0.2669499622
23	0.2608311207
24	0.2547011135
25	0.2496358357
26	0.2456770255
27	0.241363479
28	0.237413001
29	0.2329547175
30	0.2306884521
31	0.2276374977
32	0.2242406013
33	0.2217056483
34	0.2188663533
35	0.2159044145
36	0.2121254776
37	0.210259754
38	0.2063727389
39	0.2040036788
40	0.2016760439
41	0.1981906471
42	0.1957511181
43	0.1940154101
44	0.1916255811
45	0.1897476122
46	0.1878170261
47	0.1859563259
48	0.1833007687
49	0.1801450192
50	0.1781238016
51	0.1766798513
52	0.1754041881
53	0.1734990251
54	0.1725360483
55	0.1706420285
56	0.1693903969
57	0.1678266699
58	0.1664542885
59	0.1642096858
60	0.1629013569
61	0.1611350123
62	0.1596752711
63	0.1585030357
64	0.1570819487
65	0.154959056
66	0.1541135821
67	0.1530864522
68	0.1517245591
69	0.1497805492
70	0.1482805022
71	0.1458717257
72	0.1435743728
73	0.1413657236
74	0.139689015
75	0.1384328421
76	0.1368638162
77	0.1361696167
78	0.1346958582
79	0.1337261651
80	0.1322107197
81	0.1317519315
82	0.1302957639
83	0.1287887263
84	0.1276729872
85	0.1262552578
86	0.1252470683
87	0.1237654665
88	0.1220132494
89	0.1209693298
90	0.1196665103
91	0.1193697052
92	0.1177970268
93	0.1166356304
94	0.1157712443
95	0.1146711519
96	0.1141288665
97	0.1119999171
98	0.111714397
99	0.110262115
100	0.109928607
101	0.1096626292
102	0.1095034379
103	0.1078761743
104	0.1077329372
105	0.1053705369
106	0.1039711388
107	0.1037680019
108	0.1018762094
109	0.1011186891
110	0.0998844686
111	0.0979692167
112	0.0969283656
113	0.09671190821
114	0.09514564051
115	0.09358781425
116	0.09259424454
117	0.09246316986
118	0.09213559749
119	0.09127786523
120	0.09006638982
121	0.08992141866
122	0.08834939131
123	0.08705475569
124	0.08579233716
125	0.08421007216
126	0.0840737016
127	0.0839706774
128	0.08344764829
129	0.08277913616
130	0.08176600768
131	0.08097678938
132	0.07977092768
133	0.07966964865
134	0.07957151169
135	0.07873872007
136	0.07787028659
137	0.07706789364
138	0.07688280619
139	0.07579950348
140	0.07565410468
141	0.07512804416
142	0.07411174229
143	0.07402739967
144	0.07308284089
145	0.073001046
146	0.07182467084
147	0.07168166826
148	0.07153239055
149	0.07097138672
150	0.06970164363
151	0.06962786831
152	0.06876567296
153	0.06869722963
154	0.06800583665
155	0.06682774531
156	0.06583142998
157	0.06566981307
158	0.0656057693
159	0.06449488186
160	0.06405332664
161	0.06398823581
162	0.06388644088
163	0.06332729388
164	0.06283784841
165	0.06242700019
166	0.06186829998
167	0.06078770078
168	0.06019873011
169	0.0601188916
170	0.05936923514
171	0.05931974702
172	0.05922481389
173	0.0586661935
174	0.05830926275
175	0.05792063399
176	0.05786780053
177	0.05780046087
178	0.05704181421
179	0.05676189416
180	0.05666827315
181	0.05653366198
182	0.05581295531
183	0.05572217027
184	0.05504141659
185	0.05499095603
186	0.0546388839
187	0.05377303098
188	0.05373027813
189	0.05293307395
190	0.05266800704
191	0.05197498388
192	0.05137406347
193	0.05118806121
194	0.05057877326
195	0.05007662584
196	0.05002399744
197	0.04975133953
198	0.04902559881
199	0.04850039716
200	0.048228894
201	0.04810861936
202	0.04800472021
203	0.04793096273
204	0.04786958386
205	0.04713076184
206	0.04706167711
